# Marshak Slab (1d)
#        r	T(r,   0.10000)	T(r,   1.12000)T(r,   0.50000)
   0.00050	   0.69019	   0.51029	   0.56441
   0.00150	   0.69017	   0.51028	   0.56440
   0.00250	   0.69015	   0.51027	   0.56439
   0.00350	   0.69011	   0.51026	   0.56437
   0.00450	   0.69006	   0.51023	   0.56434
   0.00550	   0.68999	   0.51021	   0.56430
   0.00650	   0.68991	   0.51018	   0.56426
   0.00750	   0.68982	   0.51014	   0.56421
   0.00850	   0.68971	   0.51010	   0.56415
   0.00950	   0.68960	   0.51005	   0.56409
   0.01050	   0.68946	   0.51000	   0.56402
   0.01150	   0.68932	   0.50994	   0.56394
   0.01250	   0.68916	   0.50987	   0.56385
   0.01350	   0.68899	   0.50980	   0.56376
   0.01450	   0.68880	   0.50973	   0.56366
   0.01550	   0.68860	   0.50965	   0.56355
   0.01650	   0.68839	   0.50956	   0.56343
   0.01750	   0.68817	   0.50947	   0.56331
   0.01850	   0.68793	   0.50938	   0.56318
   0.01950	   0.68767	   0.50928	   0.56304
   0.02050	   0.68741	   0.50917	   0.56290
   0.02150	   0.68713	   0.50906	   0.56274
   0.02250	   0.68683	   0.50894	   0.56258
   0.02350	   0.68652	   0.50881	   0.56242
   0.02450	   0.68620	   0.50869	   0.56224
   0.02550	   0.68586	   0.50855	   0.56206
   0.02650	   0.68551	   0.50841	   0.56187
   0.02750	   0.68514	   0.50827	   0.56167
   0.02850	   0.68476	   0.50811	   0.56146
   0.02950	   0.68436	   0.50796	   0.56125
   0.03050	   0.68395	   0.50779	   0.56103
   0.03150	   0.68353	   0.50763	   0.56080
   0.03250	   0.68309	   0.50745	   0.56056
   0.03350	   0.68263	   0.50727	   0.56032
   0.03450	   0.68216	   0.50709	   0.56006
   0.03550	   0.68167	   0.50689	   0.55980
   0.03650	   0.68117	   0.50670	   0.55953
   0.03750	   0.68065	   0.50649	   0.55926
   0.03850	   0.68011	   0.50628	   0.55897
   0.03950	   0.67956	   0.50607	   0.55868
   0.04050	   0.67900	   0.50585	   0.55837
   0.04150	   0.67841	   0.50562	   0.55806
   0.04250	   0.67781	   0.50539	   0.55775
   0.04350	   0.67719	   0.50515	   0.55742
   0.04450	   0.67656	   0.50490	   0.55708
   0.04550	   0.67590	   0.50465	   0.55674
   0.04650	   0.67523	   0.50439	   0.55638
   0.04750	   0.67454	   0.50413	   0.55602
   0.04850	   0.67384	   0.50386	   0.55565
   0.04950	   0.67311	   0.50358	   0.55527
   0.05050	   0.67236	   0.50330	   0.55488
   0.05150	   0.67160	   0.50301	   0.55448
   0.05250	   0.67082	   0.50271	   0.55407
   0.05350	   0.67001	   0.50241	   0.55366
   0.05450	   0.66919	   0.50210	   0.55323
   0.05550	   0.66835	   0.50178	   0.55279
   0.05650	   0.66748	   0.50146	   0.55235
   0.05750	   0.66660	   0.50113	   0.55189
   0.05850	   0.66569	   0.50079	   0.55142
   0.05950	   0.66476	   0.50045	   0.55095
   0.06050	   0.66381	   0.50010	   0.55046
   0.06150	   0.66283	   0.49974	   0.54996
   0.06250	   0.66183	   0.49938	   0.54946
   0.06350	   0.66081	   0.49900	   0.54894
   0.06450	   0.65976	   0.49862	   0.54841
   0.06550	   0.65869	   0.49824	   0.54787
   0.06650	   0.65760	   0.49784	   0.54732
   0.06750	   0.65647	   0.49744	   0.54676
   0.06850	   0.65532	   0.49703	   0.54619
   0.06950	   0.65414	   0.49661	   0.54560
   0.07050	   0.65294	   0.49619	   0.54501
   0.07150	   0.65171	   0.49575	   0.54440
   0.07250	   0.65044	   0.49531	   0.54378
   0.07350	   0.64915	   0.49486	   0.54315
   0.07450	   0.64782	   0.49440	   0.54250
   0.07550	   0.64647	   0.49394	   0.54185
   0.07650	   0.64508	   0.49346	   0.54118
   0.07750	   0.64366	   0.49298	   0.54049
   0.07850	   0.64220	   0.49249	   0.53980
   0.07950	   0.64071	   0.49198	   0.53909
   0.08050	   0.63918	   0.49147	   0.53836
   0.08150	   0.63761	   0.49096	   0.53762
   0.08250	   0.63600	   0.49043	   0.53687
   0.08350	   0.63435	   0.48989	   0.53611
   0.08450	   0.63266	   0.48934	   0.53532
   0.08550	   0.63093	   0.48879	   0.53453
   0.08650	   0.62915	   0.48822	   0.53371
   0.08750	   0.62733	   0.48764	   0.53289
   0.08850	   0.62545	   0.48706	   0.53204
   0.08950	   0.62353	   0.48646	   0.53118
   0.09050	   0.62156	   0.48585	   0.53031
   0.09150	   0.61953	   0.48523	   0.52941
   0.09250	   0.61744	   0.48460	   0.52850
   0.09350	   0.61529	   0.48396	   0.52757
   0.09450	   0.61308	   0.48331	   0.52662
   0.09550	   0.61081	   0.48265	   0.52565
   0.09650	   0.60847	   0.48198	   0.52467
   0.09750	   0.60606	   0.48129	   0.52366
   0.09850	   0.60358	   0.48059	   0.52263
   0.09950	   0.60101	   0.47988	   0.52159
   0.10050	   0.59837	   0.47916	   0.52052
   0.10150	   0.59563	   0.47842	   0.51943
   0.10250	   0.59281	   0.47768	   0.51831
   0.10350	   0.58988	   0.47691	   0.51718
   0.10450	   0.58686	   0.47614	   0.51602
   0.10550	   0.58372	   0.47535	   0.51483
   0.10650	   0.58046	   0.47454	   0.51362
   0.10750	   0.57708	   0.47373	   0.51238
   0.10850	   0.57356	   0.47289	   0.51112
   0.10950	   0.56990	   0.47204	   0.50983
   0.11050	   0.56608	   0.47118	   0.50851
   0.11150	   0.56209	   0.47030	   0.50716
   0.11250	   0.55792	   0.46940	   0.50578
   0.11350	   0.55354	   0.46849	   0.50437
   0.11450	   0.54895	   0.46756	   0.50293
   0.11550	   0.54410	   0.46661	   0.50145
   0.11650	   0.53899	   0.46565	   0.49993
   0.11750	   0.53358	   0.46466	   0.49838
   0.11850	   0.52783	   0.46366	   0.49680
   0.11950	   0.52169	   0.46263	   0.49517
   0.12050	   0.51511	   0.46159	   0.49350
   0.12150	   0.50802	   0.46053	   0.49179
   0.12250	   0.50034	   0.45944	   0.49003
   0.12350	   0.49194	   0.45833	   0.48823
   0.12450	   0.48268	   0.45720	   0.48638
   0.12550	   0.47235	   0.45605	   0.48447
   0.12650	   0.46065	   0.45487	   0.48251
   0.12750	   0.44713	   0.45367	   0.48050
   0.12850	   0.43105	   0.45244	   0.47843
   0.12950	   0.41108	   0.45118	   0.47629
   0.13050	   0.38437	   0.44990	   0.47409
   0.13150	   0.34240	   0.44859	   0.47181
   0.13250	   0.00000	   0.44724	   0.46947
   0.13350	   0.00000	   0.44587	   0.46704
   0.13450	   0.00000	   0.44447	   0.46453
   0.13550	   0.00000	   0.44303	   0.46193
   0.13650	   0.00000	   0.44156	   0.45924
   0.13750	   0.00000	   0.44005	   0.45645
   0.13850	   0.00000	   0.43850	   0.45354
   0.13950	   0.00000	   0.43692	   0.45052
   0.14050	   0.00000	   0.43529	   0.44737
   0.14150	   0.00000	   0.43362	   0.44408
   0.14250	   0.00000	   0.43191	   0.44063
   0.14350	   0.00000	   0.43014	   0.43703
   0.14450	   0.00000	   0.42833	   0.43324
   0.14550	   0.00000	   0.42647	   0.42925
   0.14650	   0.00000	   0.42455	   0.42503
   0.14750	   0.00000	   0.42258	   0.42056
   0.14850	   0.00000	   0.42054	   0.41581
   0.14950	   0.00000	   0.41844	   0.41074
   0.15050	   0.00000	   0.41627	   0.40530
   0.15150	   0.00000	   0.41402	   0.39942
   0.15250	   0.00000	   0.41170	   0.39303
   0.15350	   0.00000	   0.40929	   0.38603
   0.15450	   0.00000	   0.40680	   0.37828
   0.15550	   0.00000	   0.40421	   0.36958
   0.15650	   0.00000	   0.40151	   0.35964
   0.15750	   0.00000	   0.39871	   0.34803
   0.15850	   0.00000	   0.39578	   0.33399
   0.15950	   0.00000	   0.39272	   0.31603
   0.16050	   0.00000	   0.38952	   0.29060
   0.16150	   0.00000	   0.38616	   0.24295
   0.16250	   0.00000	   0.38262	   0.00000
   0.16350	   0.00000	   0.37888	   0.00000
   0.16450	   0.00000	   0.37493	   0.00000
   0.16550	   0.00000	   0.37074	   0.00000
   0.16650	   0.00000	   0.36626	   0.00000
   0.16750	   0.00000	   0.36146	   0.00000
   0.16850	   0.00000	   0.35629	   0.00000
   0.16950	   0.00000	   0.35068	   0.00000
   0.17050	   0.00000	   0.34454	   0.00000
   0.17150	   0.00000	   0.33776	   0.00000
   0.17250	   0.00000	   0.33018	   0.00000
   0.17350	   0.00000	   0.32156	   0.00000
   0.17450	   0.00000	   0.31153	   0.00000
   0.17550	   0.00000	   0.29950	   0.00000
   0.17650	   0.00000	   0.28431	   0.00000
   0.17750	   0.00000	   0.26334	   0.00000
   0.17850	   0.00000	   0.22726	   0.00000
   0.17950	   0.00000	   0.00000	   0.00000
   0.18050	   0.00000	   0.00000	   0.00000
   0.18150	   0.00000	   0.00000	   0.00000
   0.18250	   0.00000	   0.00000	   0.00000
   0.18350	   0.00000	   0.00000	   0.00000
   0.18450	   0.00000	   0.00000	   0.00000
   0.18550	   0.00000	   0.00000	   0.00000
   0.18650	   0.00000	   0.00000	   0.00000
   0.18750	   0.00000	   0.00000	   0.00000
